	baxter1992	baxter-sagart	jinlixin	lifanggui	msoeg	msoegDK	schuesslerLHC	schuesslerOC	starostinLO	starostinTK	wangli	zhengzhang	zhoufagao	MC
搚							ləp	rə̂p				raːb⸗roːb⸗raːb	ləp	來開一覃入入⸗來開一談入入
搨							tɑp					tʰoːb⸗taːb		透開一談入入⸗端開一談入入
耷							tɑp					taːb		端開一談入入
擛							jap⸗sep	lep⸗slêp						
𦬼							nep	nêp⸗nîp						
矙							kʰɑmᶜ	kʰâms						
𡒓							gamᴮ	grâmʔ						曉開一談上
掞							jamᴮ	lamʔ⸗jamʔ				hljams		書開三鹽去
𤈛							tʰemᴮ⸗tʰemᶜ	l̥êmʔ⸗l̥êms						
𩑞							ȵam⸗ȵamᶜ	nam⸗nams						
尖							tsjam	tsam⸗tsem				ʔslem		精開三鹽平
摲							ʂam	srâm				shraːms		初開二銜去
𨊠							bʷɑmᴮ	bamʔ						
圾							ŋɨp	ŋəp						心開一覃入入
搭							təp	tə̂p				tuːb⸗tʰoːb		透開一談入入
塔							tʰɑp				tʰəp	tʰuːb		透開一談入入
墖							tʰɑp							
嚃							tʰəp	l̥ə̂p				l̥ʰuːb	tʰəp	透開一覃入入
蒞							lis	rəts⸗rəps				rɯbs		來開三脂去
蚋							ȵʷas	nots						日合三仙入入⸗日合三祭去
匝							tsəp	tsə̂p				ʔsuːb		精開一覃入入
襍							dzəp	dzə̂p						
𣐺							gəm	gə̂mʔ						
坅							kʰɨmᴮ⸗ŋɨmᴮ	kʰəmʔ⸗ŋəmʔ				kʰrɯmʔ	kʰiəm	溪開三B侵上
趻							ʈʰimᴮ	tʰrəm						
侌							ʔɨm	ʔəm						
儑							ŋəmᶜ	ŋə̂ms				ŋɯːms⸗ŋɯːb⸗ŋaːb	ŋəm	疑開一覃入入⸗疑開一覃去⸗疑開一談入入
㐺							ŋɨm							
揕							ʈimᶜ	trəms				ʔl'ums	tiəm	知開三侵去
踸							ʈʰimᴮ	tʰrəm				l̥ʰumʔ	tʰiəm	徹開三侵上
紞							təmᴮ	tə̂mʔ				ʔl'oːmʔ		端開一談上
廪							limᴮ	rəmʔ						
懔							limᴮ	rəmʔ						
捻							nep	nîp				nɯːb		泥開四添入入
姙							ȵimᶜ	nəms						
𥥿							ɕim⸗tɕʰim	n̥əm						生開三侵平
𠬶							tsʰim	tsʰəm⸗k-səm						
茉								mâts						明一寒入入
踟躕								dre-dro						
差池								tsʰraj-draj⸗tsʰrad-laj						
蝦蟆								gra-mra⸗ga-ma						
粔籹								ga-nraʔ						
霢霂								mrêk-mrôk⸗mêk-môk⸗mrêk-mok⸗mêk-mok						
黽勉								minʔ-mranʔ⸗mrənʔ-mranʔ						
螟蛉								mêŋ-rêŋ						
匍匐								ba-bək⸗bâ-ba						
判換								pʰâns-hʷâns						
罔兩								maŋʔ-raŋʔ						
罔象								maŋʔ-zjaŋʔ						
委佗								ʔʷai-lâj⸗ʔoj-lâj⸗ʔʷaj-laj⸗ʔoj-laj						
委遲								ʔʷaj-d-ləj⸗ʔʷaj-d-li						
窈窕								ʔjûʔ-djûʔ⸗ʔîwʔ-lîwʔ						
窈糾								ʔjûʔ-kawʔ						
姮								gə̂ŋ						
姮娥								gə̂ŋ-ŋâj						
丹矸								tân-kân⸗tlan-klan						
髑髏								dôk-rô						
頭顱								dô-râ						
蝃蝀								têts-tôŋ⸗tês-tôŋ⸗têts-tloŋ						
胡蝶								gâ-lêp						
蜾蠃								kôj-rôjʔ⸗kôjʔ-rôjʔ						
奄息								ʔamʔ-sək						
怏惝								ʔaŋʔ-tʰaŋʔ						
夭紹								ʔaw-dawʔ						
猗嗟								ʔaj-tsaj						
阿衡								ʔâj-grâŋ						
猗儺								ʔâjʔ-nâjʔ						
扶蘇								ba-sŋâ						
薄言								bâk-ŋan						
畔援								bâns-wans						
跋涉								bât-dap						
滮池								biw-draj						
褒姒								bû-sləʔ						
蜉蝣								bu-ju						
阜螽								buʔ-tuŋ						
咆虓								brû-hû						
芣苢								bə-ləʔ						
服箱								bəʔ-saŋ						
鳳凰								bəms-wâŋ						
愴怳								tsʰraŋs-hʷaŋs						
趨蹌								tsʰro-tsaŋ						
襢裼								dânʔ-slêk						
大房								dâts-baŋ						
大夫								dâts-pa						
崇牙								dzruŋ_ŋrâ						
鷻								dôn				doːn		
壽考								duʔ-kʰûʔ						
萇楚								draŋ-tsʰraʔ						
肇敏								drawʔ-mawʔ						
重耳								droŋ-nəʔ						
常棣								djaŋ-lîts						
勺藥								djawk-jawk						
徂來								dzâ-rə̂						
疾威								dzit-ʔuj						
蝤蠐								dziw-dzî						
崔嵬								dzûj-ŋûj						
燕燕								ʔêns-ʔêns						
嬿婉								ʔêns-ʔonʔ						
厭浥								ʔep-ʔəp						
籧篨								ga-dra						
重鷮								droŋ-gaw						
奚斯								gê_sê						
睍睆								gênʔ-gʷrânʔ						
夏姬								ɦâʔ_kjə						
夏南								ɦâʔ_nə̂m						
唐棣								glaŋ-lîts						
權輿								gon-la						
后稷								gôs_tsək						
會弁								gôts_brans						
昊天								gûʔ_tʰîn						
瘣隤								gûjʔ-dûj						
不遐								pə_grâ						
麒麟								gə-rin						
圻父								gəj-paʔ						
黃鳥								gʷâŋ-tîwʔ						
玁狁								hamʔ-sôn						
猲獢								hat-haw						
虎臣								hlâʔ_gin						
㴔								həp						
吁嗟								hʷa-tsaj						
伊威								ʔi-ʔuj						
闉闍								ʔin-tâ						
一人								ʔit_nin						
窈嬌								ʔîwʔ-kiwʔ						
莊姜								tsraŋ_kjaŋ						
棸								tsru			dǐɔ	rlu⸗rluʔ⸗ʔsru		澄三尤上⸗澄三尤平
閣閣								kâk-kâk						
甘棠								kâm_dâŋ						
蒹葭								kêm-krâ						
經營								kêŋ-weŋ						
可以								kʰâjʔ_ləʔ						
啟居								kʰîʔ-kaʔ						
啟處								kʰîʔ-k-hlaʔ						
曲局								kʰok-gok						
岂								kʰəʔ						
㬤								kʰəp						溪開三B侵入入
鍼虎								kim-hlâʔ						
珙璧								koŋʔ-pek						
卷耳								konʔ-nəʔ						
皋陶								kû_law						
臯門								kû_mə̂n						
泦								kuk				kug		見三C東入入
昆吾								kûn-ŋâ						
果臝								kôjʔ-rôjʔ						
假寐								krâʔ_mits						
庚午								krâŋ-ŋâʔ						
簡狄								krânʔ_lêk						
嘉魚								krâj-ŋa						
偕老								krîʔ-rûʔ						
几几								kriʔ-kriʔ						
頃筐								kʷʰeŋ-kʷʰaŋ						
寡妻								kʷrâʔ_tsʰə̂j						
君子								kʷən-tsəʔ						
姜嫄								kjaŋ-ŋʷan						
桃蟲								lâw_druŋ						
庶幾								l̥aks-kəj						
兔罝								l̥âs-tsa						
鳲鳩								l̥i-ku						
有身								l̥in						
式微								l̥ək_məj						
武夫								maʔ-pa						
武丁								maʔ_têŋ						
毛炰								mâw-brû						
晨風								mdən-pəm						
螟螣								mêŋ-lə̂k						
綿蠻								menʔ-mrôn						
昏姻								m̥ə̂n_ʔin						
昏椓								m̥ə̂n-trôk						
木瓜								môk_gʷâs						
蒙山								môŋ_srân						
明星								mraŋ-sêŋ						
𪟟								mranʔ						
鳴鳩								mreŋ-ku						
尨茸								mrôŋ-noŋ						
牧野								mək_laʔ						
文姜								mən_kjaŋ						
文人								mən_nin						
不如								pə_na						
如何								na_gâj						
如之何								na_tə_gâj						
茹藘								na-ra						
邇言								neʔ_ŋan						
梧桐								ŋâ-dôŋ						
翱翔								ŋû-sjaŋ						
憗								ŋrins						疑開三B真去
二三								nits_sûm						
女蘿								nraʔ-râj						
荏染								nəmʔ-namʔ						
鴛鴦								ʔon-ʔaŋ						
優游								ʔu-ju						
懮受								ʔuʔ-duʔ						
威儀								ʔuj						
委蛇								ʔoj-laj						
逶迤								ʔoj-laj						
反側								panʔ_tsrək						
傅御								pas-ŋas						
簸揚								pâjʔ-laŋ						
蔽芾								pets-pəts						
伴奐								pʰâns-hʷâns						
判渙								pʰâns-hʷâns						
觱發								pit-pat						
觱沸								pit-put						
樸樕								pôk-sôk						
保介								pûʔ_krêts						
楅衡								prək-grâŋ						
廬旅								ra-raʔ						
膂力								raʔ-rək						
蘝								ramʔ						
歛								rams				qʰlaːm		曉開一談平
栗烈								rit-rat						
流離								riw-raj						
六駮								ruk-prâwk						
淪胥								run-sa						
桑扈								sâŋ-gâʔ						
相土								saŋs_tʰâʔ						
傞傞								sâj-sâj						
斯晳								se						
莎雞								srâj-kê						
師氏								sri_geʔ						
蟋蟀								srit-srut						
新甫								sin-paʔ						
辛卯								sin-mrûʔ						
泄冶								slat_laʔ						
四方								slits_paŋ						
四國								slits_kʷə̂k						
孫子仲								sûn_tsəʔ-druŋs						
司徒								sə-dâ						
司空								sə-kʰôŋ						
宣姜								sʷan_kjaŋ						
雖則								sʷi-tsə̂k						
宵行								sjaw-grâŋ						
逍遙								sjaw-jaw						
小心								sjawʔ_səm						
蠨蛸								sjû-srjâw						
㣼								tâw						
土宇								tʰâʔ-waʔ						
泰伯								tʰâts_prâk						
泰山								tʰâts_srân						
太師								tʰâts_sri						
泰王								tʰâts_waŋ						
町畽								tʰênʔ-tʰônʔ						
鴟鴞								tʰi-waw						
天下								tʰîn_grâʔ						
天子								tʰîn_tsəʔ						
充耳								tʰuŋ-nəʔ						
蚩蚩								tʰə-tʰə						
州吁								tu-hʷa						
終且								tuŋ_tsʰaʔ						
株林								tro_rəm						
中軍								truŋ-kʷən						
雎鳩								tsʰa-ku						
蒼蠅								tsʰâŋ_ləŋ						
倉庚								tsʰâŋ-krâŋ						
戚施								tsʰîwk-l̥aj						
趣馬								tsʰôʔ_mrâʔ						
止基								təʔ_kə						
職況								tək-hʷaŋs						
戴嬀								tə̂s_kʷaj						
沮洳								tsas-nas						
左右								tsâjʔ-wəʔ						
佐佑								tsâjs-wəs						
脊令								tsek-reŋ⸗tsek-rêŋ						
鶺鴒								tsek-reŋ⸗tsek-rêŋ						
椒聊								tsiw-riw						
子車								tsəʔ-ka						
曾孫								tsə̂ŋ_sûn						
噫嘻								ʔə-hə						
應門								ʔəŋs_mə̂n						
衣服								ʔəj-bək						
衣裳								ʔəj-daŋ						
哀哉								ʔə̂j-tsə̂						
芄蘭								wân-rân						
皇父								wâŋ-paʔ						
越以								wat-ləʔ						
有如								wəʔ_na						
有鷕								wəʔ-wiʔ						
雲漢								wən						
回遹								wə̂j-wit						
游龍								ju_roŋ						
𣣫								ju						
菘											sǐwɔŋ	sqʰluŋ		心三東平
叿											hɔŋ	qʰoːŋ		曉一東平
牎											tʃʰeɔŋ	shroːŋ		初二江平
樁											teɔŋ	ʔr'oːŋ		知二江平
栀											ȶǐe			章開三支平
妤											ʎǐa	la		以開三魚平
摴											tʰǐa	qʰʷl'a⸗l̥ʰa		徹開三魚平
釵											tʃʰeai	shreːl		初開二佳平
蓴											ʑǐwan	djun		常合三真平
鷳											ɣean		grian	匣開二山平
晁											dǐau	l'ew		澄開三宵平
蹺											kʰǐau	ŋ̥ʰew		溪開三A宵平
梭											suai	sloːl		心合一歌平
丫											0ea	qraː		影開二麻平
爹											tiai	daːʔ⸗tjaː		端開四麻平⸗定開一歌上
幫											pɔŋ	paːŋ		幫一唐平
曇											dəm	duːm		定開一覃平
壜											dəm	duːm		定開一覃平
燣											ləm	b·ruːmʔ		來開一覃上⸗來開一覃平
嵐											ləm	b·ruːm⸗ruːm		來開一覃平
鮎											niam	neːm		泥開四添平
嵌											kʰeam	sgaːmʔ⸗kʰraːm		溪開二銜平⸗從開一談上
杴											hǐam	qʰom		曉開三C嚴平
𣐈											dʒǐə			崇開三之上
姥											mu	ruːʔ⸗maːʔ		明一模上
璀											tʰuəi	shluːlʔ		清合一灰上
笋											sǐwen	sɢʷinʔ		心合三真上
穩											0uən	qʷɯːnʔ		影合一魂上
𠞰											tsǐau		tsjiaw	精開三宵上
襖											0u	quːʔ⸗quːʔ		影開一豪上
傻											ʃoai	sqʰʷraːʔ⸗sqʰʷraːs		生合二麻上⸗生合二麻去
昶											tʰǐaŋ	tʰaŋʔ⸗tʰaŋs		徹開三陽上⸗徹開三陽去
吼											hɔ	qʰloːʔ⸗qʰloːs		曉一侯上⸗曉一侯去
粽											tsɔŋ	ʔsoːŋs		精一東去
殢											tʰiat	tʰeːds⸗hleːds		曉開四齊去⸗透開四齊去
磑											ŋuəi	ŋɯːl⸗ŋuːl⸗ŋuːls		疑合一灰去⸗疑合一灰平
捃											kǐwən	kluns		見合三C文去
畈											pǐwan	pans		幫三C元去
襉											kean	kreːnʔ⸗kreːns		見開二山去
麵											mian	meːns		明四先去
釧											ȶʰǐwən	kʰjons		昌合三仙去
棹											deau	rdeːwɢs		澄開二肴去
馱											dai	daːl⸗daːds		定開一歌去⸗定開一歌平
透											tʰu	l̥ʰoːs⸗hljug		透一侯去⸗書三東入入
焱											ʎǐam	qʰʷeːg⸗lams		以開三鹽去⸗曉合四青入入
㮇											tʰiam			透開四添去
釅											ŋǐam	ŋams		疑開三C嚴去
劔											kǐam			見開三C嚴去
矗											tʰǐuk	hr'ug⸗shrug		初三東入入⸗徹三東入入
苶											ȵiet	neːb⸗njed⸗neːd	neap	日開三仙入入⸗泥開四添入入⸗泥開四先入入
㷸											ɣǐap			云開三B鹽入入
恰											kʰeəp	kʰruːb		溪開二咸入入
牐											dʒeap	zreːb		崇開二咸入入
瞹												qaːds		
磝												ŋraːw		疑開二肴平
爸												praːs⸗baʔ		並一歌上
擺												preːlʔ		幫二佳上
壩												praːgs		幫二麻去
帕												pʰraːgs⸗mbraːd		明二刪入入⸗滂二麻去
咟												ɦmreːg		匣合二耕入入
疱												pʰruːs⸗bruːs		並二肴去⸗滂二肴去
刨												bruː		並二肴平
玸												bu		並三C虞平
椺												ɦmluːʔ⸗ɢʷeːgs⸗ɢeːg		匣開四青入入
痺												pe		幫三A支平⸗幫三A脂去
琕												biːŋ⸗beːn		並四先平
垻												praːs		幫二麻去
錛												pɯːn		幫一魂平
翉												pʰɯːnʔ		滂一魂上
鉢												poːd		幫一寒入入
砒												pʰiː		滂四齊平
秘												mprigs		幫三B脂去
虙												blɯg		並三C東入入
撇												pʰeːd		滂四先入入
鐾												beːgs		並三A支去⸗並四齊去
掰												preːg		幫二耕入入
頨												peːns⸗ɢʷaʔ⸗qʰʷan		云合三C虞上⸗曉合三A仙平
飰												bons		並三C元去
鴘												pronʔ⸗pʰronʔ		幫三B仙上⸗滂三B仙上
裱												prawʔ⸗praws		幫三B宵去⸗幫三B宵上
俵												praws		幫三B宵去
贇												ʔmrɯn		影合三B真平
浜												praːŋ⸗preːŋ⸗praːŋʔ		幫二庚上⸗幫二耕平
捠												praːŋ⸗preːŋ		幫二耕平
硬												ŋgraːŋs⸗ŋgraːŋs⸗ŋgreːŋs		疑開二耕去
鞕												ŋgraːŋs⸗ŋgreːŋs		疑開二耕去
燷												b·ruːm⸗ruːm		來開一覃平
壈												b·ruːmʔ		來開一覃上
檁												b·rɯmʔ		來開三侵上
鵧												bi		並三A脂平
湴												breːms⸗braːms		並二銜去
靐												brɯŋs		並三B蒸去
俖												pʰɯːʔ		滂一灰上
娝												prɯʔ		幫三B脂上
睬												shɯːʔ		清開一咍上
瘮												srumʔ		生開三侵上
殩												shoːns		清合一寒去
艙												shaːŋ		清開一唐平
傖												shaːŋ⸗zraːŋ		崇開二庚平⸗清開一唐平
嗆												shaŋs		清開三陽去⸗清開三陽平
汊												shraːls		初開二麻去
衩												shraːls⸗shreːls		初開二佳去⸗初開二麻去
扠												hr'eːl		徹開二佳平
芆												shreːl		初開二佳平
訍												shreːls		初開二佳去
敮												hreːb		曉開二咸入入
岔												shraːs		初開二麻去
樼												skrinʔ⸗ʔsrin		莊開三臻平
誗												rlem		澄開三鹽平
旵												rtʰeːmʔ		徹開二咸上
丳												shreːnʔ		初開二山上
賬												taŋs		知開三陽去
鋹												tʰaŋʔ		徹開三陽上
嘲												ʔr'eːw		知開二肴平
厙												qʰljaːs		書開三麻去
臔												giːnʔ		匣開四先上
磭												ŋrɯnʔ⸗ŋ̥ʰjag⸗ŋag		昌開三陽入入⸗疑開三B真上⸗疑開三C陽入入
挰												rleːŋ⸗rlaːŋ		澄開二庚平
鋥												rleːŋs⸗rlaːŋs		澄開二庚去
墬												l'els⸗l'jeːls		定開四脂去
浾												sqraː		莊開二麻平
赥												qʰleːg		曉開四青入入
焃												qʰʷreːg		曉合二耕入入
貀												ŋr'uːd⸗nruːd	nrwət	孃合二山入入
袦												ŋr'oːd⸗nroːd		孃合二刪入入
												zrus⸗ʔsro⸗rnuːb		
僢												l̥ʰjunʔ		昌合三真上
焁												qʰral⸗qʰel		曉開三A支平⸗曉開三B支平
砦												zraːds		崇開二夬去
嘴												ʔseʔ		精合三支上
蚝												shlɯs		清開三之去
偬												ʔsloːŋʔ⸗ʔsloːŋs		精一東上⸗精一東去
璁												shloːŋ		清一東平
驄												shloːŋ		清一東平
愡												shloːŋs		清一東去
檧												sloːŋ⸗sloːŋʔ		心一東上⸗心一東平
憽												sloːŋ		心一東平
幒												shloŋʔ⸗kjoŋ		清三鍾上
汆												shoːn		清合一寒平
躥												shoːn		清合一寒去⸗清合一寒平
攛												shoːn		清合一寒平
皠												shluːlʔ		清合一灰上
鏙												shluːlʔ		清合一灰上
膗												zruːl		崇合二皆平
鳏												kruːns		
呆												tɯː⸗ŋɯː		疑開一咍平⸗端開一咍平
嵽												deːd		定開四先入入
嚲												taːlʔ		端開一歌上
啴												tʰaːn		
菪												daːŋs		定開一唐去
鱽												taːw		
鳭												rteːw⸗teːw		知開二肴平
灱												hreːw		曉開二肴平
墱												tɯːŋs		
鼟												tʰɯːŋ		透開一登平
膯												tʰɯːŋ		透開一登平
覴												tʰɯŋs		徹開三蒸去
戥												tɯːŋʔ		端開一登上
粜												l̥ʰeːwɢs		透開四蕭去
戳												r'eːwɢ		徹二江入入
苐												diːl		
膪												rtaːgs⸗rteːgs		知開二麻去⸗知開二佳去
蒂												teːds		端開四齊去
楴												tʰeːgs		透開四齊去
盯												rteŋʔ⸗rdeŋ		澄開二庚平⸗知開二庚上
疔												teːŋ		端開四青平
婷												deːŋ		定開四青平
斢												tʰoːʔ		透一侯上
鈄												tʰoːʔ		透一侯上
鋀												tʰoː		透一侯平
痘												doːs		定一侯去
毤												l̥ʰoːds		透合一歌去
䫄												rtʰoːd		徹合二刪入入
躉												tuːnʔ		端合一魂上
跢												ʔl'aːls⸗ʔl'aːds		端開一歌去⸗端開一泰去
橠												naːlʔ		泥開一歌上
蛥												ɢljad		船開三仙入入
桗												toːl⸗toːls		端合一歌去⸗端合一歌平
躲												toːlʔ		端合一歌上
呃												qreːgs⸗qreːg		影開二皆去⸗影開二耕入入
妳												rneːlʔ		
弥												mnel		明三A支平
迩												njelʔ		日開三支上
你												nɯʔ		孃開三之上
髶												njis⸗njoŋ		日三鍾平⸗日開三脂去
聻												nɯʔ		孃開三之上
擟												mnel		明三A支平
籋												neb⸗neːb		孃開三鹽入入⸗泥開四添入入
潑												pʰaːd		滂一寒入入
醱												pʰaːd		
												pʰom⸗pʰoms		
柉												bom		並三C凡平
鴔												brub		
釩												pʰomʔ		滂三C凡上
瘋												plum		幫三C東平
襻												pʰraːns		滂二刪去
瀪												bans		
粄												paːnʔ		幫一寒上
縍												paːŋ		幫一唐平
啡												pʰɯːlʔ		滂一灰上
棑												breː⸗brɯːls		並二佳平⸗並二皆去
昢												pʰluːds⸗pʰluːd		滂一魂入入⸗滂一灰去
吩												pɯn		幫三C文平
肨												pʰroːŋs⸗pʰroːŋs		滂二江去
鞤												paːŋ		幫一唐平
湗												poŋs		
璷												ɦb·ra		來開三魚平
砩												pads		幫三C廢去
礡												baːg		並一唐入入
鉜												bu		並三C尤平
咐												pos		幫三C虞去
袝												bos		並三C虞去
埠												baːs		並一模去
匄												kaːds		
擀												kaːnʔ		見開一寒上
桿												kaːnʔ		見開一寒上
趕												kaːnʔ		見開一寒上
銲												gaːns		匣開一寒去
娨												graːns		匣開二刪去
酐												qʰaːŋʔ		曉開一唐上⸗見開一寒平
姏												mgaːm		明一談平
坩												kaːm⸗kʰaːm		溪開一談平
蚶												ɢaːm⸗ɢaːm		曉開一談平
撖												kʰɯːm⸗kʰreːmʔ⸗graːmʔ		匣開二銜上⸗溪開二咸上⸗溪開一覃平
噉												l'aːmʔ		定開一談上
豃												qʰraːmʔ		曉開二銜上
讝												kjam		
糕												kluː		見開一豪平
搞												kruːʔ		見開二肴上
巐												kʰl'awʔ⸗tʰawʔ		徹開三宵上
睾												kuː		見開一豪平
橰												kuː		見開一豪平
鷱												kuː		見開一豪平
噑												guː		匣開一豪平
獋												guː		匣開一豪平
暭												guːʔ		匣開一豪上
吿												kuːg		見一冬入入⸗見開一豪去
滆												greːg		匣開二耕入入
髂												kʰraːgs		溪開二麻去
擱												klaːg		見開一唐入入
敋												kraːg		
楁												graːg		匣開二庚入入
蛝												grɯːn		匣開二山平
嵣												l'aːŋʔ⸗l'aːŋs		定開一唐上⸗定開一唐去
鹒												kraːŋ		
屸												g·roːŋ		來一東平
嗊												qʰoːŋʔ		曉一東上
慃												qroːŋʔ		影二江上
滚												kluːnʔ		
嗡												qloːŋ		影一東上⸗影一東平
硹												sqʰluŋ		心三東平
谹												gʷrɯːŋ		
鞲												koː		見一侯平
骷												kʰaː		溪一模平
熔												loŋ		以三鍾平
榕												loŋ		以三鍾平
